,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs
871,67,63.26252521697386,1.5,0.9368171004237018,158.86930138547478,1.0,0.1004024404050092,35.69424811438125,1.0,0.0961349502571634,40.03326985862137,10.0,0.5736541003771879,177.52335892752586,1.5,0.8120900945907853,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,2675196302.5125265,0,0.0,0.0,3.995493130081892,0.0
872,115,245.16262316037285,10.0,0.1405853843605536,287.7320041068954,1.0,0.0817813957091337,314.93448276427495,1.0,0.2178187478831989,84.13042716054585,10.0,0.8591583879946776,333.4979389249107,10.0,0.3202249526382721,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,2816665563.9666367,0,0.0,0.0,1.929032462117424,0.0
873,88,139.56410200292385,10.0,0.9170074261861484,109.0844635057108,10.0,0.737384542156843,31.449890987000657,1.5,0.1938994171700526,176.63320937560425,1.0,0.7285088186200187,120.3565056573682,10.0,0.3142283028711035,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,1653439769.7702107,0,0.0,0.0,2.6744609962036474,0.0
874,3,58.34765136756397,10.0,0.7465390088284427,263.5249273212796,1.5,0.9945802027167188,77.25637797259895,1.5,0.0937625846722147,44.1754287886049,10.0,0.4274837284059931,215.95691228111824,10.0,0.5232617775025739,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,1542932106.4963667,0,0.0,0.0,3.570750414086528,0.0
887,47,205.29125522850347,1.5,0.8649897119614305,261.1186194634213,1.5,0.5681581139796532,30.496137754589224,1.0,0.0941610624557508,71.94363718747283,1.5,0.3022403777278746,278.9618366769728,10.0,0.4212089566145449,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,1958876697.3198333,0,0.0,0.0,3.5820058352269784,0.0
889,104,208.63443128340464,1.0,0.2818354024734525,312.6875204806046,1.0,0.152758321853066,300.9288507182195,1.5,0.0465306592336749,34.508133297093245,1.0,0.2218207557040264,202.1953517659362,1.5,0.3352415484904072,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,5780104316.428034,0,0.0,0.0,5.1336977840292,0.0
900,70,250.83880309831983,1.0,0.3210504667699943,296.7452054378565,10.0,0.6575494160569183,251.64346049128403,10.0,0.1159552936204986,57.22451288387727,1.0,0.1780308050824877,275.12103118640755,1.5,0.2242421041271248,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,4397651467.696299,0,0.0,0.0,4.9565013410171925,0.0
909,43,347.1876018006075,1.5,0.1541902682096068,231.6076392990632,1.0,0.2001584445117052,80.34471580253238,1.0,0.1647165756760943,61.83742513956239,10.0,0.949108799732322,341.2537833900478,10.0,0.8209656424246952,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,2265161644.1230025,0,0.0,0.0,1.9233182302993657,0.0
913,124,64.56901751287121,10.0,0.7532967599525614,231.2864189407325,1.0,0.8475617406622127,129.5845107420353,10.0,0.1734937086287878,198.09432530869933,1.5,0.5433206914153168,139.39361144285868,1.5,0.1656212557093895,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,1409473354.9105234,0,0.0,0.0,2.6528326909404503,0.0
917,57,311.80417702494844,1.5,0.6820251661125472,345.0921239435846,10.0,0.5627214785897107,135.50572284497156,1.0,0.0569558398450704,282.0009266662206,10.0,0.2003784697391478,112.87402277154813,1.0,0.0965637118670484,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,2328188293.1559453,0,0.0,0.0,3.586654440512493,0.0
923,107,269.96301579839087,1.5,0.203308033416876,104.41273951089003,1.0,0.4195225944964298,131.52693979054516,1.5,0.0889915198287562,80.84679882907335,10.0,0.9076975961668082,334.4750691582976,1.5,0.0071457401869599,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,3099514974.649327,0,0.0,0.0,2.134134305219274,0.0
933,120,284.8900267347871,1.5,0.4184984832750773,169.37237290550914,1.0,0.4235880383919768,328.5449836050518,10.0,0.1135525692216107,148.285528193902,10.0,0.777424764603032,49.87823705132581,1.0,0.6484261015577334,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,2905181926.165965,0,0.0,0.0,3.91537282384669,0.0
953,113,265.41704377512366,1.5,0.6107341236368702,89.67720515115712,1.0,0.8710793495638472,305.3979088089499,10.0,0.1444235229628037,131.7745964185251,1.5,0.0649874018540037,125.8924673339594,1.5,0.6619972754670688,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,2423671032.962999,0,0.0,0.0,3.455687807659567,0.0
956,57,307.4527446603594,1.0,0.7141487451579565,269.2601387157591,10.0,0.1799588274825433,341.0006970189896,1.5,0.0722663222929701,161.76338744886067,10.0,0.0561664653383543,328.39430621207174,1.5,0.2127615572173242,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,2733731707.0233407,0,0.0,0.0,3.775664082081884,0.0
957,17,148.45786345146945,1.5,0.5809737671889299,299.26563449254894,1.5,0.9052902586214642,171.46201540078758,1.0,0.1588624978893993,78.08555042588418,1.0,0.3676268904813832,92.9110622181602,10.0,0.384866990479586,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,1850180313.3693357,0,0.0,0.0,3.300449510449982,0.0
961,43,80.7481324555617,1.5,0.9350900795303048,330.0803141039595,10.0,0.1549989467113615,312.8994028087491,1.0,0.1175397029840718,219.921032990792,1.0,0.2980798634185104,54.0830756493696,10.0,0.5033506502568793,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,2447952964.131118,0,0.0,0.0,3.868321334507936,0.0
962,51,160.28122839837962,1.5,0.598052146828812,66.67197165307067,10.0,0.1731080492351779,166.476574706677,1.5,0.0862424574957595,34.14662833727881,1.0,0.6867774171506723,268.89791334595475,10.0,0.2219375669237051,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,2970657218.4539647,0,0.0,0.0,3.6852790527761647,0.0
963,8,145.26173769893882,10.0,0.5188558065378995,140.41311370959846,10.0,0.9996734035264372,165.83045949497676,10.0,0.1706534896075738,65.49741689158225,1.5,0.498254515668394,264.1021410208539,10.0,0.8514128419439736,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1531975610.9025755,0,0.0,0.0,2.7439369262518465,0.0
966,46,328.82248295341543,1.0,0.1831228141094232,209.21564399731037,1.0,0.3026471482092438,106.28264803337784,10.0,0.1878327994760418,270.36432608644304,1.0,0.9632581299834692,59.71009024699617,1.5,0.5947809689689528,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,2756332679.464082,0,0.0,0.0,1.9116844817236929,0.0
967,19,341.7866030005333,10.0,0.4047071079169907,38.382777197002085,1.0,0.3482401185726302,282.4541707452705,1.0,0.0292105413635951,226.67632158054616,1.0,0.2819226572714448,283.968674769165,1.0,0.2382483790246728,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,2688751662.992114,0,0.0,0.0,4.101317973123899,0.0
976,9,83.98049484631095,10.0,0.836273087820551,262.480194814107,10.0,0.1381285955662688,278.81538241872465,1.5,0.2013060057208663,213.730617214166,1.5,0.8495601318607872,224.7645867725373,1.0,0.3210484871413734,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,2169540592.8301926,0,0.0,0.0,2.884567159909807,0.0
985,67,139.10478006439013,10.0,0.61811557647876,66.81813769188241,10.0,0.9528040139695608,261.802041384372,1.0,0.0994936661459674,276.5556211045447,1.0,0.3754812165643211,280.86255773912194,1.0,0.7753997343198529,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2347337520.0380406,0,0.0,0.0,3.6255169908580736,0.0
986,51,39.12609660949792,1.5,0.9746361124190336,163.91376543773842,1.5,0.8947228091956899,171.11721803330892,1.0,0.0685980845271854,69.55966146274875,10.0,0.0282523812949066,300.6685628380929,1.0,0.3447293544176945,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1657491060.003518,0,0.0,0.0,3.446807477933264,0.0
989,76,292.6340871133754,1.5,0.9346648808980736,313.35960015629047,1.5,0.6169884482875617,278.17400713087414,1.0,0.0125510282416478,267.3295003405002,1.5,0.8179833250927059,223.8461716834256,1.5,0.211779589658564,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,2187878558.2297997,0,0.0,0.0,3.5726960740328355,0.0
993,126,305.68330845130174,10.0,0.2175928640835506,246.5616076923106,1.5,0.0807076193019983,157.82161609430557,1.0,0.0691426150252564,214.6572687904728,10.0,0.1173764452781468,168.23991381327244,1.0,0.3969475121477788,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2612413769.4483585,0,0.0,0.0,2.169471457084757,0.0
